Title,Date,Ongoing End Date,Time,End Time,Setup Time,Takedown Time,Library,Location,Primary Event Type,Event Type Option 1,Event Type Option 2,Primary Age Group,Age Group Option 1,Age Group Option 2,Last Modified,Description,Additional Information,Internal Notes,Presenter,Contact Name,Contact Email,Contact Phone,Registration Required,PR Detail,Published Status,Attendance,Registered,Waiting List,Cancelled List,Shared Attendance,Optional Statistical Input 1,Optional Statistical Input 2,Optional Statistical Input 3,Optional Statistical Input 4
Ready for Reading: Saturday Family StoryTime,21/02/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,7/4/2015 14:20,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Ready for Reading: Saturday Family StoryTime,21/02/2015,,11:00 AM,11:30 AM,11:00 AM,11:30 AM,Albion,,00-Reading Programs & Storytimes,,,All Ages,,,7/4/2015 14:17,"Songs, stories, and rhymes for the whole family. Drop-in only.",,,,,,,NO,,No,,0,0,0,,0,0,0,0
Malvern Junior Scientist Club,21/02/2015,,2:00 PM,3:00 PM,2:00 PM,3:00 PM,Malvern,,00-Science & Technology,,,School-Age Children,,,1/6/2015 15:45,"Watch cool demonstrations and try out different science experiments. Topics to be discussed include goop, optical illusions and more! For children 6-12. Registration required.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler/Preschool Storytime (19 months to 5 years),23/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Yorkville,Art Gallery,00-Reading Programs & Storytimes,,,Pre-School Children,,,10/3/2015 13:10,"Stories, songs, and rhymes for children 19 months to 5 years with their parents or caregivers. Registration begins on Monday, January 19th at 10 a.m. in person or by phone at 416-393-7660.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Microsoft Excel Basics,23/02/2015,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,26/02/2015 6:14:33 PM,"Learn to open, create and edit a simple table using Microsoft Excel 2010. Basic keyboarding and mouse skills required. Please register in person or call 416-396-8950",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Play & Learn,23/02/2015,,2:00 PM,3:30 PM,1:40 PM,3:50 PM,Evelyn Gregory,Auditorium,00-Culture Arts & Entertainment,,,Pre-School Children,,,27/02/2015 1:41:05 PM,"In cooperation with Macaulay Child Development, this interactive 8-week program offers children and their caregivers a chance to play with toys, games, puzzles, art, songs and stories. It is a great way to gain valuable information on child development and how playing helps develop important early learning skills.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Arduino Coding Club,23/02/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Albion,,01-Maker Programs,,,Teen,,,26/02/2015 9:37:40 AM,Learn programming in this afterschool club. Ages 12 to 15. Please register at the adult information desk or by calling 416-394-5170.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Newcomer Youth Book Club & Conversation Group,23/02/2015,,4:00 PM,6:00 PM,4:00 PM,6:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Teen,,,26/02/2015 6:14:33 PM,"Read great books and practice your English skills. To join the Newcomer Youth Book Club please phone Wen at 647-388-3762. In partnership with Citizenship and Immigration Canada, Catholic Crosscultural Services & Toronto Public Library.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/0A9A5DB3FD6B463981DA1E2B45F03682/LSP-81x100.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/C8C041399DA34CA4829332CFFBD7246A/LSP-150x185.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Reading Circle,23/02/2015,,4:30 PM,5:30 PM,4:30 PM,5:30 PM,Albion,,00-ESL & Newcomer Programs,,,Adult,Older Adult,Teen,26/02/2015 9:37:40 AM,Practice your English by reading with others from great books and sharing your ideas about them.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,23/02/2015,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,26/02/2015 9:37:40 AM,"Get in touch with your creative side! Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crafts for Kids,23/02/2015,,5:00 PM,6:00 PM,5:00 PM,6:00 PM,Albion,,00-Hobbies Crafts & Games,,,All Children,,,26/02/2015 9:37:40 AM,"Get in touch with your creative side! Make something to take home using paper, scissors, colours and your imagination! All ages welcome. Parents must be present for children 6 years and younger. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
English Conversation Circle,23/02/2015,,6:30 PM,8:00 PM,6:30 PM,8:00 PM,Agincourt,Program Room,00-ESL & Newcomer Programs,,,Adult,,,26/02/2015 6:14:33 PM,"Are you a newcomer looking to improve your English language skills? Join us for weekly sessions to practice your English conversation and listening skills in a welcoming environment. To register please call the library settlement worker at 647-388-3762. In partnership with Citizenship and Immigration Canada, Catholic Crosscultural Services & Toronto Public Library.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/0A9A5DB3FD6B463981DA1E2B45F03682/LSP-81x100.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/CAA7BD43240B4D2EAB39B8415C9D9FDC/img/C8C041399DA34CA4829332CFFBD7246A/LSP-150x185.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,24/02/2015,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,2/3/2015 10:45,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 a.m. to 12:30 p.m. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,30/04/2015 1:56:43 PM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,30/04/2015 1:54:54 PM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,30/04/2015 1:51:11 PM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Preschool Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,28/03/2015 9:23:57 AM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Toddler Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 14:28,"Enjoy songs, rhymes, stories and bounces with your toddler! Tuesdays from 10:30-11am. Drop-in only. Ages 18-36 months.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Family Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Rexdale,,00-Reading Programs & Storytimes,,,All Children,,,28/03/2015 9:23:57 AM,The Fluffy and Patches Rabbit Story Time.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time,24/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 14:28,"Enjoy songs, rhymes, stories and bounces with your toddler! Tuesdays from 10:30-11am. Drop-in only. Ages 18-36 months.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Baby Time,24/02/2015,,1:00 PM,2:30 PM,1:00 PM,2:30 PM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 14:28,"Enjoy 30 minutes of action songs, tickles, rhymes and stories followed up with a discussion with a Toronto Public Health Nurse on topics such as infant growth, development, nutrition and so much more! Ages 0 – 12 months. Register in person or call 416-394-5170.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Library Club,24/02/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Children's Department,00-Homework Help Leadership & After School,00-Hobbies Crafts & Games,,School-Age Children,,,3/3/2015 19:23,"Looking for something to do after school? Join our Library Club and learn new things, make stuff and have fun! Open to kids in grades 4-6. Register at the Agincourt Branch Children's dept. or call 416-396-8952.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Maker Program,24/02/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Malvern,,00-Hobbies Crafts & Games,01-Maker Programs,,School-Age Children,,,2/3/2015 10:45,Put your imagination to work and join us for this craft and creative play program after school Tuesdays. Drop in.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
African Drumming Workshop,24/02/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Program Room,01-Black History Month,00-Culture Arts & Entertainment,,School-Age Children,Teen,,3/3/2015 19:23,"Join us in celebrating Black History Month through music - this interactive, hands-on workshop presented by Mystic Drumz will feature demonstrations on African drums including the Djembe Drums and more. Children and youth ages 9 and older are welcome. No registration required but space is limited. Please come early!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Albion Kids Book Club,24/02/2015,,4:30 PM,5:30 PM,4:30 PM,5:30 PM,Albion,,00-Book Clubs & Writers Groups,,,All Children,,,2/3/2015 14:28,"Join the Albion Kids Book Club for children ages 8 to 12 years. Read one book per month, talk, win battles and play games! Register and pick up this month's book!",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Club,24/02/2015,,5:00 PM,7:00 PM,5:00 PM,7:00 PM,Albion,,00-Homework Help Leadership & After School,,,School-Age Children,,,7/4/2015 14:16,"Looking for something to do after school? Join our After School Club on Tuesdays and learn new things, make stuff, meet other kids and have fun! Open to kids ages 6 to 12. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Club at Albion Library with Lego™ WeDo,24/02/2015,,5:30 PM,7:30 PM,5:30 PM,7:30 PM,Albion,,00-Homework Help Leadership & After School,,,School-Age Children,,,2/3/2015 14:28,"Join our Tuesday After School Club and play with the Lego™ Education WeDO system. Learn more about literacy, science, math, technology & engineering! For ages 6 to 12. For more information or to register, call 416-394-5170. Maximum 20 participants.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/6345E0BE4B3F4E149DE28B0AB63485BD/img/9E9779F36D8846F68925223D04F38C41/lego-150x185_9E9779F36D8846F68925223D04F38C41.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/6345E0BE4B3F4E149DE28B0AB63485BD/img/D22F2B250F88447BBE466D7B95E4C827/lego-150x185_D22F2B250F88447BBE466D7B95E4C827.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Knitting and Crochet Circle,24/02/2015,,6:00 PM,7:30 PM,6:00 PM,7:30 PM,Albion,,00-Hobbies Crafts & Games,00-Culture Arts & Entertainment,,Adult,Older Adult,,22/05/2015 12:46:49 PM,"Are you looking for help with your knitting or crochet project? Want to learn how to knit or crochet with a fun group of people? Join our Knitting & Crochet Circle! The circle is led by friendly Albion residents every Tuesday nights at the Albion Branch. Beginners and those who are completely new to knitting and crochet are warmly welcome. Free program. No registration required. For more information, please call the Albion Branch at 416-394-5170.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Homework Club,24/02/2015,,7:00 PM,8:00 PM,7:00 PM,8:00 PM,Malvern,,00-Homework Help Leadership & After School,,,School-Age Children,,,2/3/2015 10:45,"Tutors provide homework help and additional educational activities for students from grades 1-6. Call the branch to register, 416-396-8970 or visit www.thechampinitiative.org. This program is cosponsored with The Champ Initiative.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,25/02/2015,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,2/3/2015 10:45,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 a.m. to 12:30 p.m. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time,25/02/2015,,10:00 AM,10:30 AM,10:00 AM,10:30 AM,Agincourt,Program Room,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,,Pre-School Children,,,3/3/2015 19:23,"Children and their caregivers enjoy stories, songs and rhymes.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Toddler Time,25/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Malvern,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 10:45,"Stories, songs and rhymes for toddlers age 19-35 months with their parents or caregivers. Drop-in program.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ready for Reading: Preschool Time,25/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Albion,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 14:28,"Stories, songs and rhymes for children 3 to 5 years and their caregivers. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Babytime (Birth to 18 months),25/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Yorkville,Art Gallery,00-Reading Programs & Storytimes,,,Pre-School Children,,,10/3/2015 13:10,"Bouncing and tickling rhymes, songs and stories for babies from birth to 18 months with their parents or caregivers. Registration begins on Monday, January 19th at 10 a.m. in person or by phone at 416-393-7660.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
The eh List Author Series: Bryan Prince - In Conversation,25/02/2015,,1:00 PM,2:15 PM,1:00 PM,2:15 PM,City Hall,,01-The eh List,01-Black History Month,z DO NOT USE Lunchtime Programs,Adult,,,30/03/2015 12:42:28 PM,"My Brother's Keeper chronicles the courage of former fugitive slaves who returned to the United States to enlist in the Union cause. Historian and author Bryan Prince from Buxton Ontario has created a gripping narrative which helps us understand why freed slaves left Canada in the 1860's to return to the United States, where they risked life, limb and liberty. Bryan speaks with author and critic Donna Bailey Nurse about his life, his work, and about his latest book.","{""smallImageURL"":""http://tpl.razuna.com/assets/3434/96DA842EB72D4711A4924F4E5DA07AC5/img/8A07FB5067E8431995D2DF45CF13CA3B/Bryan_Prince-150x185_8A07FB5067E8431995D2DF45CF13CA3B.jpg"",""mediumImageURL"":""http://tpl.razuna.com/assets/3434/96DA842EB72D4711A4924F4E5DA07AC5/img/92C4A6E8272F406797F9D8DA5DD6E2AC/Bryan_Prince-150x185_92C4A6E8272F406797F9D8DA5DD6E2AC.jpg""}",,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Computer Classes: February,25/02/2015,,1:00 PM,3:00 PM,1:00 PM,3:00 PM,Downsview,,00-Computer & Library Training,,,Adult,Older Adult,Teen,3/3/2015 13:21,February 11 .....Word Basics Part 1 : Create and Edit a File February 18......Word Basics Part 2 : Formatting and Saving Files February 25......Excel Basics Registration is required. Call 416-395-5720 or ask at the Information Desk at the Downsview Library.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Crocheting 101,25/02/2015,,1:00 PM,2:30 PM,1:00 PM,2:30 PM,Downsview,Committee Room 1,00-Hobbies Crafts & Games,,,Adult,Older Adult,Teen,3/3/2015 13:21,"Learn the art of crochet. Bring your crochet needles, wool or for beginners we will have basic supplies on hand. Join other like-minded crocheters. For information or to register contact Downsview Library at 416-395-5720.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Microsoft Word Basics II,25/02/2015,,2:00 PM,3:30 PM,2:00 PM,3:30 PM,Agincourt,Learning Centre,00-Computer & Library Training,,,Adult,Older Adult,,3/3/2015 19:23,Learn how to edit and create templates in Microsoft Word. Basic keyboarding and mouse skills required. Please register in person or call 416-396-8950.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Downsview Tech Help,25/02/2015,,4:00 PM,5:00 PM,3:55 PM,5:05 PM,Downsview,Program Room,00-Computer & Library Training,,,Adult,Older Adult,Teen,3/3/2015 13:21,"One-to-one mentoring by local volunteer students for electronic devises, email, social media and online instruction. Registration is required. Call 416-395-5720 or ask at the Information Desk at the Downsview Library.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
ESL Classes,26/02/2015,,9:30 AM,12:30 PM,9:30 AM,12:30 PM,Malvern,,00-ESL & Newcomer Programs,,,Adult,Older Adult,,2/3/2015 10:45,"Adult English classes, CLB levels 1-2, co-sponsored with Toronto Catholic District School Board. Tuesdays, Wednesdays and Thursdays from 9:30 a.m. to 12:30 p.m. Please see instructor during class hours to register.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Powerpoint Basics,26/02/2015,,10:00 AM,12:00 PM,10:00 AM,12:00 PM,Albion,,00-Computer & Library Training,,,Adult,Older Adult,,2/3/2015 14:28,"An introduction to PowerPoint, a program that allows you to design presentations. Please register at the adult information desk or by calling 416-394-5170.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Baby Time,26/02/2015,,10:30 AM,11:00 AM,10:30 AM,11:00 AM,Malvern,,01-Ready for Reading Storytimes,,,Pre-School Children,,,2/3/2015 10:45,"Bouncing & tickling rhymes, songs and stories for babies 0-18 mths with parents and caregivers. Drop in.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Amazing stories of 19th century African-Canadians in Toronto,26/02/2015,,1:00 PM,2:00 PM,12:30 PM,2:30 PM,Downsview,Program Room,01-Black History Month,,,Teen,Adult,Older Adult,3/3/2015 13:21,"Hilary J. Dawson, historical researcher and popular speaker on Ontario African-Canadian history, will relate fascinating stories of the lives of some of Toronto’s 19th century African-Canadians. Stories of former slaves who became entrepreneurs opening blacksmith shops, barbershops, grocery and provisions stores, a hotel and Toronto’s first cab company. This presentation will look at the families of African descent who lived in Toronto and Etobicoke, the communities they lived in and the issues and challenges they faced. How were these exciting stories unearthed? Learn the secrets behind discovering the past from an expert.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Ask An Expert: Identity Theft,26/02/2015,,2:00 PM,3:00 PM,1:45 PM,3:15 PM,Evelyn Gregory,Auditorium,z DO NOT USE-Personal Finance,z DO NOT USE-Business Legal & Personal Finance,01-Ask an Expert,Older Adult,Adult,,29/09/2015 9:16:59 AM,"What is identity theft? How can you protect yourself or recognize the signs of victimization? Join us for an informative presentation on this topic by the Chartered Professional Accountants of Canada. For more information, or to REGISTER, please call 416-394-1006.",,,Chartered Professional Accountants of Canada,James Murchison,jmurchison@torontopubliclibrary.ca,416-394-1057,NO,,Yes,,0,0,0,,0,0,0,0
Baby Time,26/02/2015,,2:00 PM,2:30 PM,2:00 PM,2:30 PM,Agincourt,Children's Department,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,,Pre-School Children,,,3/3/2015 19:23,"Babies and their caregivers enjoy bouncing, tickling and lap rhymes, songs and stories.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
After School Building Club,26/02/2015,,4:00 PM,5:00 PM,4:00 PM,5:00 PM,Agincourt,Program Room,00-Hobbies Crafts & Games,,,School-Age Children,,,3/3/2015 19:23,Come and create using a variety of building materials. Program is for Grades 4-6. Contact branch for more details at 416-396-8952.,,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
Learning Together,26/02/2015,,4:00 PM,5:30 PM,4:00 PM,5:30 PM,Albion,,00-Reading Programs & Storytimes,,,School-Age Children,,,4/3/2015 16:09,"Bring your 2 to 6 year old and join us for stories, songs, rhymes and a craft. Presented by Braeburn Ontario Early Years Centre. Drop-in only.",,,,,,,NO,,Yes,,0,0,0,,0,0,0,0
